@relation similarities

@attribute articlecats-range real
@attribute articlecats-percent real
@attribute articlecats-rank real
@attribute articletext-range real
@attribute articletext-percent real
@attribute articletext-rank real
@attribute esa-range real
@attribute esa-percent real
@attribute esa-rank real
@attribute inlinks-range real
@attribute inlinks-percent real
@attribute inlinks-rank real
@attribute outlinks-range real
@attribute outlinks-percent real
@attribute outlinks-rank real
@attribute pairwiseesa-range real
@attribute pairwiseesa-percent real
@attribute pairwiseesa-rank real
@attribute pairwiseinlinks-range real
@attribute pairwiseinlinks-percent real
@attribute pairwiseinlinks-rank real
@attribute pairwiseoutlinks-range real
@attribute pairwiseoutlinks-percent real
@attribute pairwiseoutlinks-rank real
@attribute pairwisetext-range real
@attribute pairwisetext-percent real
@attribute pairwisetext-rank real
@attribute sim real
@data
-1192864.875,-2385730.75,-0.9997109875595003,0.11794252413644246,-0.6184219327544538,-0.537885873047271,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.3
-1192864.875,-2385730.75,-0.9997109875595003,0.7263097394166813,0.8422546070088273,0.21616587721129732,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.3
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.3
-1192864.875,-2385730.75,-0.9997109875595003,0.38210313518389727,-0.24194638462548668,0.09244394463161765,0.6679785829371634,-0.8659934811970073,-0.7571503585023518,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.3
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
0.36266833613226357,-0.3148721363260586,-0.6980253325446757,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.8570108835907486,0.008025799297516123,-0.37340131693783374,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.3410724124073983,0.21409177188673478,-0.7162954744394013,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,0.6624702114014303,0.7041416261559585,-0.3998421390235921,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4977199560621539,0.7442916008250542,-0.5545093462003396,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.8472522552911934,-0.17624923160639605,-0.23381536309401185,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,0.27856799509311836,-0.4480816301988527,0.015537243363766384,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.43215787555337326,0.665187277172137,0.04603341634224534,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.32894386736222514,0.014325495184914994,-0.41110604807025775,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.8126674860493774,-0.2572831218500623,-0.1264715654751165,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.6168831646555901,0.019794617217318455,-0.7863736506498803,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.8729956967015111,0.14836969410162348,-0.6215105207189576,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.47905996935842854,-0.45738984421737183,-0.5156668405918705,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.20763307525065056,-0.9902563288408369,-0.23381536309401185,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.32307804655646355,-0.07480574020649022,-0.6632151558303734,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,0.7559872976671576,0.8650988958459582,-0.2892927184784191,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.432414274015686,-0.7014874856368567,-0.6714204719534715,0.4
-1192864.875,-2385730.75,-0.9997109875595003,0.6756645201545888,0.7169048756905234,-0.662288928047633,0.8591847999267217,-0.36067692738209933,-0.279015451835273,0.7310380256256368,-0.5976207058349832,-0.34150346598956327,0.5419807389150681,0.7905087620753035,-0.4949263058764609,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.8341072720165486,-0.25430446177123,0.19748546460987715,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.23022642357437073,-0.7182658863945732,-0.766360778994675,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.8562458550808234,0.8992340766803879,-0.2378636239810954,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.2921157180795777,-0.9185957834143788,-0.5598449062232441,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,0.8527111106878966,0.9582345367126062,-0.34150346598956327,4.9E-324,-1.0,-0.9997109875595003,0.8726889000319218,0.14521463234677978,-0.052884527553055616,0.5528333501341158,0.79371131574917,-0.6518998673684466,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.8685966858005725,-0.05846533275016852,-0.5262482880744919,0.6880334292848549,0.4073911870139191,-0.3783918877242922,0.4
-1192864.875,-2385730.75,-0.9997109875595003,0.37670471554429685,-0.2572420412141422,-0.3657503181276812,4.9E-324,-1.0,-0.9997109875595003,0.9542720427381903,0.7139233274813777,-0.7334805376623348,0.40173882058720944,0.48519127580550814,0.11877535604319012,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,0.6961380828079342,0.7929649643469612,-0.34706990552626105,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.7906187538356335,0.9551691428909259,0.1328974707354873,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.7684055318775456,-0.3455408716218634,-0.4503080182056848,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.36096990422820996,0.34176324232216104,-0.02069071959013291,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.7669741190407364,-0.44168771182480204,-0.308813323063444,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-0.05751736768395155,-0.8021988547507681,-0.7298304775001496,0.9184406390216084,0.9878145669109251,0.09244394463161765,4.9E-324,-1.0,-0.9997109875595003,0.9144727341932406,0.43765318440193446,0.11877535604319012,0.4909017731702203,0.73950808576759,-0.2719554448770063,0.8473497604317866,0.2860520884366451,-0.6182884547738781,4.9E-324,-1.0,-0.9997109875595003,0.8487836045630088,-0.171358496567514,-0.0818532778043406,0.8294741226136977,0.7641069824294762,-0.10182298400795431,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.7788678353293015,-0.39779037803125605,-0.34150346598956327,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,0.513739299111541,0.14804821572911497,-0.4044004369327152,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,0.11689518872160498,-0.6228799303315291,-0.6696170646546358,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.2775914864286937,-0.5575387256770163,-0.2755069733011567,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,0.07982741731518694,-0.9938517981359947,0.025349909690287165,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.34110531561645385,0.21448966218499121,-0.592316827044568,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,0.12268799626779803,-0.6066287494175994,-0.6330270679635914,0.8286376654065188,-0.4759818533185014,-0.4761356071486875,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,0.4892266677065289,0.05703143361710317,-0.2992175514155714,4.9E-324,-1.0,-0.9997109875595003,0.7711876304734318,-0.4202432520960211,-0.444460426694368,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.29568961138223293,-0.8979687425367514,-0.5030802517030158,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.9116315980465295,0.41466651239798313,0.16339364371396625,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.38397461246956444,0.4230281586428728,-0.6930632807064496,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,0.18260454079787247,-0.5429080303883347,-0.7413522348706081,4.9E-324,-1.0,-0.9997109875595003,0.2351312051920993,-0.9529692118836505,-0.37087338877230724,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,0.08880403898145017,-0.7992045583521941,-0.10818468921591318,4.9E-324,-1.0,-0.9997109875595003,0.8941360084801384,0.3047508008161699,0.36402227756149697,0.33410325510723937,0.07286837267798285,-0.4813825049332179,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
-1192864.875,-2385730.75,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,4.9E-324,-1.0,-0.9997109875595003,0.4
